Customer ID,Age,Gender,Annual Income,Spending Score
2947,64,Male,149621,80
2948,39,Male,146899,83
2949,43,Female,155757,38
2950,88,Male,47127,14
2951,44,Male,104453,71
2952,77,Female,151246,36
2953,87,Male,22866,58
2954,31,Female,150792,91
2955,40,Male,50027,77
2956,89,Male,193167,10
2957,18,Female,170203,52
2958,40,Male,27323,54
2959,56,Male,117101,55
2960,26,Female,38363,72
2961,26,Female,125880,17
2962,39,Male,167252,24
2963,26,Male,49997,71
2964,40,Male,177037,60
2965,30,Male,116314,18
2966,75,Female,143867,60
2967,69,Male,157043,97
2968,70,Male,160342,63
2969,53,Male,36538,17
2970,86,Female,120223,45
2971,39,Female,186160,27
2972,84,Female,132355,82
2973,21,Female,63239,95
2974,85,Female,37248,26
2975,39,Male,41327,100
2976,36,Male,39531,68
2977,30,Female,178991,67
2978,44,Male,182804,76
2979,90,Male,145731,61
2980,22,Male,28911,9
2981,39,Male,48250,30
2982,29,Female,163619,53
2983,65,Female,135754,97
2984,21,Male,96774,94
2985,69,Male,124624,76
2986,86,Male,125101,94
2987,62,Male,110433,36
2988,52,Male,167707,93
2989,54,Female,68449,17
2990,61,Male,178508,56
2991,49,Female,94482,66
2992,59,Female,33677,24
2993,86,Female,170970,33
2994,76,Female,112308,52
2995,53,Male,112830,56
2996,39,Male,37831,79
2997,38,Female,23738,2
2998,49,Female,25395,61
2999,79,Female,179076,13
3000,29,Male,93689,35
3001,77,Male,70545,47
3002,40,Female,52334,39
3003,60,Male,48997,50
3004,75,Male,31232,6
3005,48,Female,37643,97
3006,19,Male,146976,8
3007,34,Female,24639,8
3008,61,Female,152029,73
3009,27,Female,51953,13
3010,73,Female,20402,48
3011,37,Female,193712,88
3012,26,Male,170583,2
3013,19,Female,132045,17
3014,52,Female,140793,53
3015,31,Male,188489,18
3016,88,Male,179156,91
3017,59,Female,134833,20
3018,60,Male,63097,100
3019,32,Male,48600,54
3020,86,Male,82118,25
3021,72,Male,185747,89
3022,58,Male,174766,77
3023,29,Female,98531,7
3024,49,Female,37168,68
3025,57,Male,47900,53
3026,41,Male,184405,56
3027,61,Male,32850,79
3028,65,Male,174215,76
3029,48,Male,191809,38
3030,27,Male,176979,57
3031,77,Male,80506,63
3032,53,Female,181040,29
3033,78,Female,173818,61
3034,85,Male,174206,73
3035,65,Female,177888,45
3036,18,Female,124274,98
3037,78,Female,111665,52
3038,83,Female,40526,23
3039,76,Female,123900,89
3040,35,Male,46998,34
3041,20,Male,136152,68
3042,47,Female,91085,29
3043,90,Male,72766,79
3044,29,Male,71559,69
3045,68,Female,97277,62
3046,70,Male,72996,53
3047,53,Female,181849,57
3048,25,Male,141681,2
3049,49,Female,92558,20
3050,18,Female,38303,57
3051,26,Female,50066,92
3052,22,Female,172552,48
3053,49,Female,105730,88
3054,51,Female,94191,85
3055,44,Female,164564,18
3056,77,Female,186744,54
3057,21,Male,109217,56
3058,32,Male,145504,11
3059,36,Female,50824,28
3060,44,Male,132809,4
3061,37,Male,108494,79
3062,27,Male,143565,85
3063,34,Male,180227,75
3064,46,Female,48972,2
3065,87,Male,170113,40
3066,85,Male,43583,45
3067,56,Female,81251,96
3068,51,Female,55473,15
3069,56,Male,177413,42
3070,26,Male,112177,99
3071,42,Female,77552,70
3072,69,Male,60363,95
3073,29,Male,179407,72
3074,62,Female,98788,98
3075,54,Female,167059,3
3076,70,Male,30218,91
3077,33,Female,113515,90
3078,24,Female,176544,29
3079,81,Male,163567,42
3080,83,Female,133374,20
3081,18,Male,197622,26
3082,46,Male,151302,48
3083,49,Female,146540,58
3084,27,Male,91704,38
3085,65,Male,32329,52
3086,33,Female,110345,71
3087,25,Male,169034,21
3088,35,Female,190372,48
3089,33,Male,57756,42
3090,79,Male,79969,28
3091,71,Male,181114,29
3092,29,Female,70145,54
3093,87,Female,138361,34
3094,35,Male,93404,92
3095,86,Female,199141,32
3096,72,Male,167283,74
3097,22,Female,115032,35
3098,20,Female,99672,45
3099,69,Male,44988,100
3100,34,Male,150561,15
3101,41,Female,162207,25
3102,85,Female,113099,19
3103,51,Male,69299,87
3104,67,Male,40579,31
3105,83,Male,149280,31
3106,34,Female,147407,17
3107,39,Female,175787,73
3108,18,Male,143504,60
3109,49,Female,104303,4
3110,80,Male,187766,38
3111,74,Female,62089,87
3112,21,Male,75949,47
3113,25,Female,88106,58
3114,49,Male,80811,53
3115,75,Male,80555,28
3116,32,Female,98739,95
3117,22,Female,95326,27
3118,83,Male,25186,30
3119,50,Male,75016,2
3120,25,Female,157147,37
3121,68,Male,89439,76
3122,72,Male,156751,32
3123,52,Female,197076,97
3124,33,Male,163359,60
3125,50,Female,46454,88
3126,71,Female,71975,69
3127,59,Female,69600,72
3128,50,Male,53912,1
3129,35,Female,168451,12
3130,65,Male,185861,26
3131,42,Male,195654,40
3132,31,Male,36849,8
3133,47,Male,187633,15
3134,80,Male,128018,82
3135,86,Male,180641,81
3136,54,Female,193374,81
3137,53,Male,194303,65
3138,48,Female,169021,10
3139,41,Male,146396,50
3140,26,Male,176883,75
3141,58,Male,77666,48
3142,86,Female,89618,30
3143,25,Female,69417,49
3144,71,Male,125620,55
3145,85,Female,142923,65
3146,67,Male,87282,24
3147,77,Male,147360,12
3148,45,Male,61043,26
3149,89,Female,176269,32
3150,84,Male,180961,65
3151,64,Female,74184,4
3152,56,Female,189816,87
3153,46,Female,75480,16
3154,80,Female,51849,59
3155,26,Female,60873,42
3156,84,Male,196453,92
3157,29,Female,78823,24
3158,33,Female,155602,17
3159,70,Male,96953,45
3160,56,Female,34007,84
3161,87,Male,21701,30
3162,50,Male,40260,44
3163,62,Female,105875,45
3164,90,Male,160305,88
3165,31,Male,134749,91
3166,23,Female,147907,54
3167,62,Male,121849,55
3168,30,Female,84733,68
3169,79,Female,82390,87
3170,89,Female,189514,55
3171,64,Female,184800,94
3172,39,Female,174532,16
3173,89,Male,130094,74
3174,37,Male,24170,51
3175,57,Male,150628,60
3176,18,Female,193366,13
3177,25,Female,42672,56
3178,64,Male,110253,55
3179,27,Male,199621,74
3180,60,Female,72894,12
3181,24,Male,31376,66
3182,29,Female,182099,65
3183,76,Male,101794,100
3184,33,Female,170713,40
3185,42,Male,37000,65
3186,50,Male,32658,60
3187,28,Female,92602,18
3188,24,Male,186920,60
3189,56,Female,27626,67
3190,68,Male,92798,83
3191,62,Male,72708,51
3192,41,Male,131781,27
3193,22,Male,140377,35
3194,29,Male,94609,69
3195,30,Male,78162,33
3196,72,Male,113863,52
3197,21,Male,96860,95
3198,30,Male,167920,27
3199,19,Female,49337,9
3200,59,Female,175492,98
3201,75,Male,107235,46
3202,40,Female,183235,87
3203,48,Male,27631,27
3204,27,Female,127407,24
3205,71,Female,181441,63
3206,75,Female,57071,15
3207,82,Female,38671,52
3208,76,Female,132151,17
3209,82,Female,163909,13
3210,20,Male,51616,80
3211,39,Male,156933,91
3212,65,Female,78395,26
3213,77,Male,192417,76
3214,85,Male,151908,90
3215,41,Male,84488,12
3216,72,Male,23966,90
3217,36,Female,186432,79
3218,85,Male,31571,25
3219,48,Female,157398,3
3220,20,Male,86102,90
3221,67,Male,71136,84
3222,64,Male,109955,49
3223,59,Male,83809,55
3224,55,Female,94197,62
3225,54,Male,46327,53
3226,85,Male,52329,15
3227,53,Male,119006,41
3228,84,Female,51330,30
3229,38,Female,147919,85
3230,59,Female,77933,45
3231,40,Female,22470,3
3232,32,Female,50208,45
3233,66,Female,32249,7
3234,68,Male,76073,87
3235,40,Male,116177,68
3236,38,Female,129954,25
3237,44,Female,43876,57
3238,44,Female,27833,100
3239,36,Female,103793,40
3240,74,Female,152126,97
3241,59,Female,172384,92
3242,87,Female,48662,65
3243,21,Female,89626,12
3244,61,Male,75018,20
3245,32,Female,184478,96
3246,56,Female,187105,76
3247,32,Female,62958,76
3248,76,Male,25805,44
3249,37,Female,151485,78
3250,51,Male,27708,55
3251,21,Male,114795,55
3252,63,Female,171664,6
3253,73,Male,39737,100
3254,76,Male,142531,82
3255,49,Male,188218,32
3256,65,Female,77561,38
3257,49,Male,128283,13
3258,58,Female,169983,3
3259,45,Female,32207,87
3260,36,Male,180396,25
3261,48,Male,36002,7
3262,76,Female,142010,20
3263,71,Female,158378,24
3264,57,Female,39061,50
3265,22,Female,72430,35
3266,48,Female,86830,34
3267,88,Female,78811,41
3268,75,Male,61014,64
3269,47,Female,199013,29
3270,38,Male,159767,71
3271,82,Female,84480,66
3272,19,Female,147862,93
3273,19,Male,89768,49
3274,37,Female,177047,47
3275,38,Female,55930,46
3276,69,Male,170584,33
3277,29,Female,25380,25
3278,54,Female,120441,33
3279,72,Male,26017,55
3280,22,Female,181537,87
3281,86,Male,135625,63
3282,22,Female,110987,61
3283,50,Female,93941,100
3284,69,Male,123623,47
3285,29,Female,150800,59
3286,35,Female,131116,25
3287,74,Female,95112,31
3288,67,Female,135760,16
3289,44,Female,89947,3
3290,42,Male,77641,34
3291,76,Female,72216,36
3292,39,Male,124407,19
3293,56,Female,54366,66
3294,56,Female,148363,74
3295,49,Female,45933,84
3296,18,Male,149468,53
3297,54,Female,84074,5
3298,26,Female,114811,91
3299,20,Female,134932,15
3300,58,Female,75788,50
3301,50,Male,160812,94
3302,21,Female,83007,58
3303,32,Female,118829,65
3304,84,Female,37680,20
3305,53,Male,169092,61
3306,23,Female,154729,60
3307,53,Female,179044,68
3308,49,Female,42181,76
3309,62,Male,64403,62
3310,22,Female,152816,96
3311,19,Male,187782,15
3312,74,Female,132442,9
3313,28,Female,150677,57
3314,69,Female,26612,59
3315,70,Female,84672,74
3316,72,Female,87335,12
3317,54,Male,173654,11
3318,33,Female,23519,62
3319,50,Female,89880,78
3320,39,Male,37096,89
3321,23,Female,163723,24
3322,72,Male,107356,59
3323,42,Male,136799,66
3324,61,Female,97921,21
3325,21,Male,126892,47
3326,89,Male,48856,32
3327,53,Female,161148,66
3328,53,Male,66889,60
3329,66,Male,179710,25
3330,90,Female,164578,5
3331,19,Male,183183,2
3332,74,Female,51067,25
3333,82,Male,161692,51
3334,46,Male,136722,70
3335,88,Female,66746,5
3336,35,Male,78354,5
3337,80,Male,170339,27
3338,53,Female,40086,19
3339,84,Female,157124,17
3340,59,Female,155131,71
3341,58,Female,51452,21
3342,62,Male,34658,31
3343,64,Male,133768,83
3344,25,Male,104780,10
3345,58,Male,165893,38
3346,45,Male,28387,25
3347,44,Male,114146,41
3348,44,Female,159566,1
3349,45,Male,37672,97
3350,72,Female,67758,17
3351,80,Female,78107,45
3352,26,Female,61482,100
3353,80,Female,45574,15
3354,22,Male,93041,97
3355,43,Male,109186,97
3356,24,Male,185498,88
3357,28,Female,23672,64
3358,32,Male,104078,55
3359,19,Male,90270,18
3360,83,Female,159797,79
3361,31,Male,89407,33
3362,80,Male,139941,30
3363,73,Female,45910,22
3364,26,Male,177066,90
3365,24,Male,143701,85
3366,21,Female,65691,39
3367,71,Female,141047,26
3368,46,Female,193618,51
3369,29,Male,161228,27
3370,76,Female,189013,40
3371,76,Female,75489,14
3372,88,Male,91691,72
3373,47,Male,121198,41
3374,84,Female,185986,45
3375,37,Male,114092,2
3376,59,Female,39898,70
3377,69,Male,151278,27
3378,86,Male,175981,98
3379,83,Female,112428,81
3380,85,Male,32426,46
3381,83,Female,81572,38
3382,44,Male,81482,100
3383,42,Female,63706,40
3384,41,Male,136835,65
3385,22,Male,161922,22
3386,86,Male,67489,73
3387,32,Male,101052,82
3388,25,Male,117776,66
3389,53,Female,171728,43
3390,34,Female,26978,62
3391,57,Male,184121,27
3392,53,Female,21521,86
3393,36,Male,163146,91
3394,81,Female,82568,31
3395,25,Male,21068,2
3396,80,Male,166869,47
3397,86,Male,105604,37
3398,59,Female,169412,58
3399,47,Male,162856,9
3400,81,Male,133876,75
3401,29,Male,40923,91
3402,58,Male,82986,95
3403,41,Male,52426,19
3404,56,Female,45336,1
3405,36,Male,184430,51
3406,40,Male,74201,52
3407,26,Female,110714,15
3408,85,Male,44717,13
3409,30,Female,72499,73
3410,32,Male,125579,70
3411,90,Female,25955,76
3412,39,Male,149372,4
3413,75,Female,109928,87
3414,56,Female,34683,47
3415,67,Male,20221,94
3416,64,Female,140592,1
3417,59,Female,86752,3
3418,33,Female,108023,47
3419,25,Female,111089,16
3420,23,Female,48750,92
3421,25,Male,92167,49
3422,83,Male,94791,23
3423,29,Female,54806,78
3424,42,Male,31848,75
3425,34,Female,78571,48
3426,46,Male,186220,98
3427,44,Male,62846,90
3428,53,Male,110564,27
3429,78,Female,59085,68
3430,22,Female,82922,97
3431,31,Male,75747,19
3432,58,Male,131486,12
3433,19,Male,60113,72
3434,60,Male,108776,85
3435,21,Female,64239,98
3436,33,Female,166384,51
3437,64,Male,119430,58
3438,24,Female,23171,60
3439,61,Female,151290,76
3440,35,Female,146747,36
3441,89,Male,192904,20
3442,43,Female,39329,12
3443,59,Female,124797,44
3444,83,Male,44599,54
3445,31,Female,66734,96
3446,77,Male,103885,1
3447,79,Male,168216,48
3448,77,Female,156749,100
3449,36,Male,147928,82
3450,62,Female,145722,5
3451,83,Male,59717,55
3452,26,Female,110765,55
3453,56,Male,68412,89
3454,32,Male,170822,86
3455,44,Female,88647,96
3456,28,Male,74274,56
3457,73,Male,127386,98
3458,25,Male,181174,1
3459,70,Female,48965,35
3460,31,Male,60774,66
3461,68,Male,116773,33
3462,82,Male,165707,28
3463,49,Male,146536,34
3464,48,Female,74628,66
3465,29,Female,34713,82
3466,69,Male,118631,96
3467,81,Female,25446,70
3468,37,Male,90112,61
3469,83,Male,140264,73
3470,23,Female,129547,65
3471,85,Male,39629,90
3472,39,Male,140407,84
3473,73,Female,85051,66
3474,29,Male,197175,75
3475,53,Male,65177,30
3476,67,Female,162972,55
3477,30,Male,191385,23
3478,42,Female,111066,86
3479,35,Female,163604,93
3480,77,Male,97080,99
3481,46,Female,118552,43
3482,66,Male,186886,43
3483,58,Male,174120,55
3484,18,Male,31004,9
3485,44,Female,173319,28
3486,79,Female,57555,38
3487,58,Female,104897,15
3488,49,Female,32601,87
3489,60,Male,122978,96
3490,45,Male,144351,65
3491,24,Female,198041,15
3492,26,Female,102485,87
3493,27,Female,106768,41
3494,79,Male,181345,59
3495,80,Male,168229,25
3496,21,Female,25565,52
3497,18,Male,174301,55
3498,40,Male,159991,66
3499,21,Female,72166,92
3500,79,Female,100096,7
3501,63,Male,69467,35
3502,41,Female,57596,40
3503,42,Male,76937,39
3504,41,Male,48815,40
3505,85,Male,121775,73
3506,69,Male,175679,36
3507,39,Female,67160,24
3508,20,Male,197042,91
3509,52,Female,133242,57
3510,86,Male,69020,37
3511,90,Male,115968,50
3512,54,Male,90415,28
3513,47,Female,95167,66
3514,18,Male,54340,65
3515,23,Female,87266,66
3516,27,Male,179215,36
3517,82,Female,176612,56
3518,83,Female,101586,32
3519,40,Female,166513,33
3520,22,Female,189414,50
3521,46,Female,193183,12
3522,54,Female,76751,9
3523,21,Female,146006,77
3524,58,Male,92832,29
3525,80,Male,33566,23
3526,36,Female,34352,52
3527,53,Female,36834,19
3528,20,Male,139977,91
3529,66,Female,156388,80
3530,23,Male,150013,9
3531,64,Male,140349,88
3532,32,Female,101020,59
3533,55,Male,89694,38
3534,22,Male,197456,76
3535,51,Male,113899,37
3536,43,Female,40561,5
3537,35,Female,71191,15
3538,42,Male,100684,61
3539,36,Female,24247,13
3540,51,Female,162562,64
3541,37,Female,175983,53
3542,71,Female,174559,1
3543,53,Male,181621,70
3544,48,Female,35589,22
3545,55,Male,106105,72
3546,76,Male,65065,81
3547,60,Male,177525,95
3548,25,Male,177678,4
3549,77,Male,119211,61
3550,62,Female,120080,60
3551,79,Female,25506,15
3552,77,Female,57023,1
3553,62,Female,92947,91
3554,65,Female,37745,62
3555,25,Female,32913,1
3556,53,Male,96696,57
3557,85,Female,91566,26
3558,88,Male,109388,55
3559,73,Female,152729,1
3560,36,Male,170197,100
3561,60,Male,116946,68
3562,30,Male,38755,72
3563,90,Male,62889,29
3564,85,Female,49008,97
3565,75,Male,35172,57
3566,28,Female,150670,10
3567,37,Female,103573,98
3568,74,Female,181613,42
3569,29,Male,31828,76
3570,58,Female,120684,49
3571,29,Male,58293,100
3572,64,Male,194506,97
3573,69,Female,195270,78
3574,68,Female,184312,65
3575,59,Female,127095,30
3576,47,Male,57911,36
3577,27,Female,48624,41
3578,84,Male,196985,62
3579,37,Female,135173,16
3580,41,Female,77644,10
3581,69,Male,192924,74
3582,35,Female,36635,72
3583,85,Female,81933,17
3584,56,Male,134755,7
3585,57,Female,187034,56
3586,60,Female,189822,46
3587,50,Male,148776,61
3588,90,Female,191530,65
3589,20,Male,162450,73
3590,87,Female,90117,34
3591,34,Male,97134,28
3592,90,Male,81591,41
3593,90,Male,85698,7
3594,28,Male,98079,99
3595,27,Male,144694,69
3596,41,Male,81760,48
3597,64,Male,28976,6
3598,29,Male,173133,56
3599,65,Female,34875,20
3600,57,Female,165206,71
3601,77,Female,110780,8
3602,25,Male,184044,69
3603,73,Male,104467,9
3604,25,Male,23787,19
3605,81,Female,37455,5
3606,33,Male,124731,88
3607,34,Male,112385,100
3608,82,Male,26622,19
3609,43,Male,197565,38
3610,79,Female,186610,54
3611,83,Female,148063,9
3612,83,Male,82039,7
3613,54,Female,55842,94
3614,39,Female,102743,26
3615,79,Male,115713,14
3616,35,Male,75384,42
3617,47,Male,97933,33
3618,24,Male,69375,65
3619,74,Male,68263,68
3620,64,Female,128838,6
3621,44,Female,141216,1
3622,18,Male,184846,96
3623,71,Female,56779,58
3624,63,Male,59980,46
3625,82,Female,109525,94
3626,57,Male,63250,36
3627,72,Male,119344,38
3628,27,Male,73025,95
3629,38,Male,20968,13
3630,50,Male,173657,58
3631,86,Female,160727,16
3632,50,Male,84830,59
3633,24,Female,58127,48
3634,55,Female,183439,68
3635,31,Female,150415,48
3636,37,Male,126411,65
3637,81,Female,152430,11
3638,53,Male,115955,22
3639,73,Male,139278,76
3640,80,Male,132966,13
3641,25,Female,196738,18
3642,47,Male,167905,16
3643,64,Female,40703,81
3644,43,Female,147922,1
3645,49,Male,111951,17
3646,90,Female,137820,28
3647,36,Male,146696,100
3648,28,Female,103324,5
3649,75,Male,56812,94
3650,48,Female,193948,64
3651,52,Male,60679,63
3652,76,Male,180896,25
3653,56,Female,71302,81
3654,38,Male,168838,58
3655,66,Male,49966,29
3656,26,Female,138160,24
3657,39,Male,143369,67
3658,86,Male,172915,84
3659,77,Female,127920,78
3660,79,Male,176687,13
3661,30,Male,50033,87
3662,36,Male,173820,40
3663,56,Female,99861,23
3664,70,Female,155227,59
3665,71,Female,44385,56
3666,30,Male,154736,61
3667,72,Male,97183,28
3668,67,Female,199357,50
3669,86,Female,172190,50
3670,68,Female,52796,51
3671,76,Male,169290,100
3672,47,Male,134635,29
3673,42,Female,81701,8
3674,20,Female,127394,77
3675,57,Male,184296,21
3676,30,Male,149293,41
3677,82,Male,136170,32
3678,87,Female,153333,22
3679,55,Female,154048,62
3680,65,Male,172864,6
3681,46,Female,189588,15
3682,33,Female,92753,49
3683,27,Male,147644,48
3684,21,Male,27671,42
3685,66,Female,105122,18
3686,81,Female,21891,69
3687,80,Male,109634,56
3688,74,Male,44143,76
3689,44,Male,129072,34
3690,80,Male,41363,83
3691,31,Male,83785,14
3692,60,Male,74964,32
3693,84,Male,60196,71
3694,73,Female,143715,91
3695,66,Male,95982,2
3696,57,Male,115110,47
3697,72,Female,30409,78
3698,60,Male,29074,49
3699,27,Male,174674,27
3700,77,Male,133729,78
3701,83,Male,192037,31
3702,58,Female,137039,1
3703,73,Male,157561,85
3704,67,Male,78813,65
3705,42,Female,33096,36
3706,20,Female,179133,33
3707,48,Male,181112,83
3708,55,Male,116542,6
3709,79,Male,69505,6
3710,23,Female,148711,68
3711,31,Male,91553,2
3712,76,Female,51875,72
3713,46,Female,38181,88
3714,77,Female,113603,54
3715,29,Female,106404,74
3716,56,Male,169958,2
3717,28,Male,126691,21
3718,79,Male,76524,67
3719,54,Female,119827,56
3720,65,Female,23667,35
3721,65,Female,93921,7
3722,87,Male,106323,82
3723,31,Female,101223,46
3724,30,Male,50922,8
3725,79,Male,112011,38
3726,63,Female,144879,93
3727,41,Male,121559,68
3728,42,Male,138358,55
3729,52,Female,29078,76
3730,58,Female,21242,42
3731,84,Female,161911,10
3732,50,Female,72543,21
3733,37,Male,92328,32
3734,40,Female,146492,59
3735,51,Male,77019,62
3736,20,Male,147745,99
3737,40,Male,121061,92
3738,25,Male,44559,72
3739,38,Female,43230,52
3740,35,Female,149517,33
3741,34,Female,119301,57
3742,89,Male,157605,13
3743,40,Male,63731,46
3744,75,Female,31424,77
3745,35,Male,189120,59
3746,71,Male,21016,35
3747,22,Female,185102,73
3748,31,Female,127619,47
3749,54,Male,21173,13
3750,39,Male,76804,22
3751,42,Female,135193,65
3752,42,Female,53606,26
3753,71,Female,65032,70
3754,19,Male,62031,47
3755,60,Female,57625,64
3756,68,Female,94345,91
3757,77,Female,115894,83
3758,64,Male,174870,71
3759,19,Male,180429,62
3760,79,Male,179534,48
3761,20,Male,64695,16
3762,73,Female,94598,40
3763,36,Male,70343,89
3764,71,Male,48514,23
3765,80,Male,178191,44
3766,65,Female,54449,22
3767,35,Female,181867,87
3768,29,Male,179900,23
3769,87,Female,169811,59
3770,79,Male,79110,60
3771,46,Female,44427,52
3772,42,Female,176184,15
3773,56,Female,61919,91
3774,64,Male,67360,72
3775,51,Male,42581,87
3776,80,Male,85231,27
3777,84,Female,97325,63
3778,26,Male,23515,12
3779,59,Male,167647,43
3780,80,Male,108549,89
3781,89,Male,117993,8
3782,22,Male,97641,72
3783,35,Female,56234,13
3784,49,Female,133755,74
3785,60,Female,65378,62
3786,55,Female,37514,66
3787,45,Female,89210,62
3788,24,Male,126757,82
3789,83,Male,31894,95
3790,54,Female,42261,86
3791,40,Female,26528,18
3792,81,Male,138687,3
3793,89,Male,184970,61
3794,75,Male,50377,86
3795,37,Male,154590,53
3796,28,Male,159032,1
3797,26,Male,188741,78
3798,30,Female,161681,11
3799,30,Male,39154,55
3800,74,Female,63368,19
3801,53,Male,192621,91
3802,43,Female,92948,54
3803,46,Female,133156,49
3804,60,Male,27289,76
3805,90,Male,160259,49
3806,84,Female,43919,31
3807,52,Female,44697,16
3808,61,Female,189569,1
3809,62,Male,25079,86
3810,30,Female,173612,68
3811,39,Male,191965,82
3812,73,Female,91143,54
3813,62,Female,103913,24
3814,27,Female,56856,11
3815,22,Male,148013,16
3816,32,Female,74091,17
3817,35,Male,181214,100
3818,89,Female,100973,8
3819,39,Male,91412,84
3820,86,Male,68024,51
3821,63,Female,112683,69
3822,27,Male,111957,46
3823,73,Male,86274,63
3824,44,Male,76772,78
3825,90,Male,145535,22
3826,74,Female,69978,56
3827,41,Female,138043,81
3828,39,Female,104324,100
3829,30,Male,146739,46
3830,50,Male,92073,17
3831,34,Female,45638,42
3832,60,Female,76835,82
3833,34,Female,33138,54
3834,20,Female,173853,39
3835,65,Female,31842,90
3836,54,Male,92756,66
3837,75,Female,160958,17
3838,54,Female,39775,32
3839,65,Female,64430,33
3840,50,Male,143240,70
3841,85,Female,150066,53
3842,71,Male,88487,13
3843,75,Female,109379,20
3844,70,Female,104816,48
3845,48,Male,48128,14
3846,19,Male,48739,43
3847,89,Female,161866,15
3848,83,Male,74697,53
3849,75,Male,193450,5
3850,88,Female,68208,52
3851,26,Male,72229,32
3852,45,Male,102743,64
3853,21,Male,134170,75
3854,20,Male,146525,15
3855,49,Male,96273,30
3856,65,Female,169694,80
3857,87,Male,108559,40
3858,37,Male,65659,66
3859,75,Male,123855,70
3860,79,Female,162280,26
3861,21,Male,47491,57
3862,50,Female,130182,19
3863,89,Male,40270,26
3864,90,Male,90478,91
3865,28,Male,176107,73
3866,75,Male,76065,95
3867,27,Male,55453,66
3868,76,Female,77485,8
3869,76,Female,120509,75
3870,48,Female,61024,69
3871,61,Male,112779,37
3872,67,Female,109008,37
3873,73,Female,199307,73
3874,33,Male,39254,34
3875,86,Female,133960,38
3876,61,Female,67182,5
3877,50,Male,161998,21
3878,67,Male,153051,81
3879,24,Female,123331,33
3880,52,Male,172945,13
3881,25,Female,25372,15
3882,52,Male,181678,29
3883,19,Male,107143,7
3884,27,Male,99261,50
3885,81,Female,103323,69
3886,31,Male,195708,31
3887,85,Male,86093,24
3888,19,Male,59552,98
3889,35,Male,58755,40
3890,21,Female,145607,4
3891,39,Female,139523,38
3892,82,Female,103619,92
3893,82,Male,58066,63
3894,69,Female,109989,57
3895,45,Female,131178,99
3896,27,Female,78411,38
3897,46,Male,176139,8
3898,90,Male,104119,9
3899,74,Female,180671,56
3900,57,Female,126214,4
3901,32,Male,165888,12
3902,37,Female,78546,25
3903,81,Female,61087,72
3904,26,Male,176202,8
3905,19,Female,23611,91
3906,27,Male,198953,48
3907,58,Male,33000,40
3908,66,Female,25812,67
3909,47,Female,72337,78
3910,73,Male,66815,21
3911,24,Male,177579,59
3912,81,Female,57123,13
3913,64,Female,162806,11
3914,77,Male,47524,68
3915,77,Male,184843,70
3916,86,Male,161701,5
3917,35,Female,192100,75
3918,70,Male,104221,32
3919,41,Male,146420,42
3920,48,Male,52016,64
3921,47,Female,173042,85
3922,64,Male,62370,81
3923,66,Male,191531,5
3924,43,Female,110098,59
3925,52,Female,124538,79
3926,68,Female,107958,7
3927,43,Male,85786,54
3928,28,Female,173353,63
3929,20,Female,113065,26
3930,26,Male,174278,86
3931,32,Male,114375,19
3932,26,Female,92056,100
3933,37,Female,82340,95
3934,37,Female,118759,51
3935,64,Female,53577,32
3936,28,Male,44336,36
3937,19,Male,66473,53
3938,39,Female,176537,24
3939,83,Female,91826,3
3940,50,Female,78735,81
3941,48,Female,68126,85
3942,47,Male,197727,28
3943,41,Male,35491,86
3944,18,Female,193054,6
3945,32,Male,134564,24
3946,57,Male,195489,61
3947,44,Male,163902,97
3948,27,Male,128146,90
3949,40,Female,100908,90
3950,49,Male,185119,97
3951,20,Female,132282,64
3952,56,Female,196386,88
3953,20,Female,98366,16
3954,20,Female,153841,59
3955,90,Female,110247,83
3956,52,Male,91009,89
3957,89,Male,188894,22
3958,54,Male,96484,5
3959,20,Female,59384,19
3960,38,Female,173923,55
3961,37,Male,61851,31
3962,75,Female,86566,8
3963,19,Female,58808,49
3964,86,Male,140891,51
3965,52,Female,120656,5
3966,23,Female,99386,81
3967,22,Male,41234,94
3968,46,Female,41662,59
3969,48,Female,49800,18
3970,76,Female,24709,60
3971,42,Female,157568,54
3972,65,Male,170242,83
3973,88,Female,176916,86
3974,74,Female,41069,33
3975,65,Male,171478,100
3976,30,Female,96382,27
3977,42,Female,118403,36
3978,87,Female,171292,14
3979,24,Female,145039,99
3980,34,Male,55135,98
3981,63,Female,179803,28
3982,32,Female,111167,35
3983,83,Female,36752,51
3984,46,Female,106482,34
3985,67,Female,62717,55
3986,70,Male,39347,96
3987,67,Female,105638,64
3988,68,Male,86403,27
3989,30,Female,35329,67
3990,34,Female,189397,49
3991,78,Female,100970,41
3992,90,Female,187044,67
3993,31,Female,173685,14
3994,53,Male,187471,15
3995,36,Male,190186,72
3996,87,Male,173899,41
3997,38,Male,46621,46
3998,21,Female,87985,81
3999,45,Female,59071,59
4000,62,Female,71258,89
4001,60,Female,36803,46
4002,37,Male,151560,77
4003,47,Male,50157,95
4004,42,Male,119926,19
4005,85,Female,138927,90
4006,80,Female,150500,70
4007,74,Female,119365,81
4008,55,Female,50390,97
4009,35,Male,117442,33
4010,72,Female,185281,22
4011,90,Male,22404,51
4012,75,Male,153498,92
4013,63,Male,79785,35
4014,36,Male,64153,46
4015,43,Female,29536,1
4016,65,Female,62316,30
4017,66,Female,165294,50
4018,53,Male,166203,97
4019,76,Female,104389,34
4020,61,Female,87586,41
4021,79,Male,175576,92
